group_id,image_path,label,angle,original_file,split
20,/kaggle/working/real_text_10k_dataset/doc_g20_rot90.jpg,1,90,2083318280b.tif,train
20,/kaggle/working/real_text_10k_dataset/doc_g20_rot180.jpg,2,180,2083318280b.tif,train
20,/kaggle/working/real_text_10k_dataset/doc_g20_rot270.jpg,3,270,2083318280b.tif,train
21,/kaggle/working/real_text_10k_dataset/doc_g21_rot0.jpg,0,0,0001225186.tif,train
21,/kaggle/working/real_text_10k_dataset/doc_g21_rot90.jpg,1,90,0001225186.tif,train
21,/kaggle/working/real_text_10k_dataset/doc_g21_rot180.jpg,2,180,0001225186.tif,train
21,/kaggle/working/real_text_10k_dataset/doc_g21_rot270.jpg,3,270,0001225186.tif,train
22,/kaggle/working/real_text_10k_dataset/doc_g22_rot0.jpg,0,0,1005099739.tif,train
22,/kaggle/working/real_text_10k_dataset/doc_g22_rot90.jpg,1,90,1005099739.tif,train
22,/kaggle/working/real_text_10k_dataset/doc_g22_rot180.jpg,2,180,1005099739.tif,train
22,/kaggle/working/real_text_10k_dataset/doc_g22_rot270.jpg,3,270,1005099739.tif,train
23,/kaggle/working/real_text_10k_dataset/doc_g23_rot0.jpg,0,0,40010054-0054.tif,train
23,/kaggle/working/real_text_10k_dataset/doc_g23_rot90.jpg,1,90,40010054-0054.tif,train
23,/kaggle/working/real_text_10k_dataset/doc_g23_rot180.jpg,2,180,40010054-0054.tif,train
23,/kaggle/working/real_text_10k_dataset/doc_g23_rot270.jpg,3,270,40010054-0054.tif,train
24,/kaggle/working/real_text_10k_dataset/doc_g24_rot0.jpg,0,0,2001210016.tif,train
24,/kaggle/working/real_text_10k_dataset/doc_g24_rot90.jpg,1,90,2001210016.tif,train
24,/kaggle/working/real_text_10k_dataset/doc_g24_rot180.jpg,2,180,2001210016.tif,train
24,/kaggle/working/real_text_10k_dataset/doc_g24_rot270.jpg,3,270,2001210016.tif,train
25,/kaggle/working/real_text_10k_dataset/doc_g25_rot0.jpg,0,0,1002936336_1002936401.tif,val
25,/kaggle/working/real_text_10k_dataset/doc_g25_rot90.jpg,1,90,1002936336_1002936401.tif,val
25,/kaggle/working/real_text_10k_dataset/doc_g25_rot180.jpg,2,180,1002936336_1002936401.tif,val
25,/kaggle/working/real_text_10k_dataset/doc_g25_rot270.jpg,3,270,1002936336_1002936401.tif,val
26,/kaggle/working/real_text_10k_dataset/doc_g26_rot0.jpg,0,0,40003286-3287.tif,train
26,/kaggle/working/real_text_10k_dataset/doc_g26_rot90.jpg,1,90,40003286-3287.tif,train
26,/kaggle/working/real_text_10k_dataset/doc_g26_rot180.jpg,2,180,40003286-3287.tif,train
26,/kaggle/working/real_text_10k_dataset/doc_g26_rot270.jpg,3,270,40003286-3287.tif,train
27,/kaggle/working/real_text_10k_dataset/doc_g27_rot0.jpg,0,0,92600841_0845.tif,train
27,/kaggle/working/real_text_10k_dataset/doc_g27_rot90.jpg,1,90,92600841_0845.tif,train
27,/kaggle/working/real_text_10k_dataset/doc_g27_rot180.jpg,2,180,92600841_0845.tif,train
27,/kaggle/working/real_text_10k_dataset/doc_g27_rot270.jpg,3,270,92600841_0845.tif,train
28,/kaggle/working/real_text_10k_dataset/doc_g28_rot0.jpg,0,0,505563368.tif,train
28,/kaggle/working/real_text_10k_dataset/doc_g28_rot90.jpg,1,90,505563368.tif,train
28,/kaggle/working/real_text_10k_dataset/doc_g28_rot180.jpg,2,180,505563368.tif,train
28,/kaggle/working/real_text_10k_dataset/doc_g28_rot270.jpg,3,270,505563368.tif,train
29,/kaggle/working/real_text_10k_dataset/doc_g29_rot0.jpg,0,0,receipt_00781.png,val
29,/kaggle/working/real_text_10k_dataset/doc_g29_rot90.jpg,1,90,receipt_00781.png,val
29,/kaggle/working/real_text_10k_dataset/doc_g29_rot180.jpg,2,180,receipt_00781.png,val
29,/kaggle/working/real_text_10k_dataset/doc_g29_rot270.jpg,3,270,receipt_00781.png,val
30,/kaggle/working/real_text_10k_dataset/doc_g30_rot0.jpg,0,0,2042529513.tif,train
30,/kaggle/working/real_text_10k_dataset/doc_g30_rot90.jpg,1,90,2042529513.tif,train
30,/kaggle/working/real_text_10k_dataset/doc_g30_rot180.jpg,2,180,2042529513.tif,train
30,/kaggle/working/real_text_10k_dataset/doc_g30_rot270.jpg,3,270,2042529513.tif,train
31,/kaggle/working/real_text_10k_dataset/doc_g31_rot0.jpg,0,0,tob10506.24.tif,train
31,/kaggle/working/real_text_10k_dataset/doc_g31_rot90.jpg,1,90,tob10506.24.tif,train
31,/kaggle/working/real_text_10k_dataset/doc_g31_rot180.jpg,2,180,tob10506.24.tif,train
31,/kaggle/working/real_text_10k_dataset/doc_g31_rot270.jpg,3,270,tob10506.24.tif,train
32,/kaggle/working/real_text_10k_dataset/doc_g32_rot0.jpg,0,0,84457074_7080.tif,train
32,/kaggle/working/real_text_10k_dataset/doc_g32_rot90.jpg,1,90,84457074_7080.tif,train
32,/kaggle/working/real_text_10k_dataset/doc_g32_rot180.jpg,2,180,84457074_7080.tif,train
32,/kaggle/working/real_text_10k_dataset/doc_g32_rot270.jpg,3,270,84457074_7080.tif,train
33,/kaggle/working/real_text_10k_dataset/doc_g33_rot0.jpg,0,0,522769210+-9211.tif,train
33,/kaggle/working/real_text_10k_dataset/doc_g33_rot90.jpg,1,90,522769210+-9211.tif,train
33,/kaggle/working/real_text_10k_dataset/doc_g33_rot180.jpg,2,180,522769210+-9211.tif,train
33,/kaggle/working/real_text_10k_dataset/doc_g33_rot270.jpg,3,270,522769210+-9211.tif,train
34,/kaggle/working/real_text_10k_dataset/doc_g34_rot0.jpg,0,0,tnwl0022997.tif,train
34,/kaggle/working/real_text_10k_dataset/doc_g34_rot90.jpg,1,90,tnwl0022997.tif,train
34,/kaggle/working/real_text_10k_dataset/doc_g34_rot180.jpg,2,180,tnwl0022997.tif,train
34,/kaggle/working/real_text_10k_dataset/doc_g34_rot270.jpg,3,270,tnwl0022997.tif,train
35,/kaggle/working/real_text_10k_dataset/doc_g35_rot0.jpg,0,0,2501308815.tif,train
35,/kaggle/working/real_text_10k_dataset/doc_g35_rot90.jpg,1,90,2501308815.tif,train
35,/kaggle/working/real_text_10k_dataset/doc_g35_rot180.jpg,2,180,2501308815.tif,train
35,/kaggle/working/real_text_10k_dataset/doc_g35_rot270.jpg,3,270,2501308815.tif,train
36,/kaggle/working/real_text_10k_dataset/doc_g36_rot0.jpg,0,0,2501378821_2501378853.tif,train
36,/kaggle/working/real_text_10k_dataset/doc_g36_rot90.jpg,1,90,2501378821_2501378853.tif,train
36,/kaggle/working/real_text_10k_dataset/doc_g36_rot180.jpg,2,180,2501378821_2501378853.tif,train
36,/kaggle/working/real_text_10k_dataset/doc_g36_rot270.jpg,3,270,2501378821_2501378853.tif,train
37,/kaggle/working/real_text_10k_dataset/doc_g37_rot0.jpg,0,0,506538863.tif,train
37,/kaggle/working/real_text_10k_dataset/doc_g37_rot90.jpg,1,90,506538863.tif,train
37,/kaggle/working/real_text_10k_dataset/doc_g37_rot180.jpg,2,180,506538863.tif,train
37,/kaggle/working/real_text_10k_dataset/doc_g37_rot270.jpg,3,270,506538863.tif,train
38,/kaggle/working/real_text_10k_dataset/doc_g38_rot0.jpg,0,0,2063858169.tif,train
38,/kaggle/working/real_text_10k_dataset/doc_g38_rot90.jpg,1,90,2063858169.tif,train
38,/kaggle/working/real_text_10k_dataset/doc_g38_rot180.jpg,2,180,2063858169.tif,train
38,/kaggle/working/real_text_10k_dataset/doc_g38_rot270.jpg,3,270,2063858169.tif,train
39,/kaggle/working/real_text_10k_dataset/doc_g39_rot0.jpg,0,0,502599755+-9755.tif,train
39,/kaggle/working/real_text_10k_dataset/doc_g39_rot90.jpg,1,90,502599755+-9755.tif,train
39,/kaggle/working/real_text_10k_dataset/doc_g39_rot180.jpg,2,180,502599755+-9755.tif,train
39,/kaggle/working/real_text_10k_dataset/doc_g39_rot270.jpg,3,270,502599755+-9755.tif,train
40,/kaggle/working/real_text_10k_dataset/doc_g40_rot0.jpg,0,0,2012580034_2012580035.tif,train
40,/kaggle/working/real_text_10k_dataset/doc_g40_rot90.jpg,1,90,2012580034_2012580035.tif,train
40,/kaggle/working/real_text_10k_dataset/doc_g40_rot180.jpg,2,180,2012580034_2012580035.tif,train
40,/kaggle/working/real_text_10k_dataset/doc_g40_rot270.jpg,3,270,2012580034_2012580035.tif,train
41,/kaggle/working/real_text_10k_dataset/doc_g41_rot0.jpg,0,0,502597903.tif,train
41,/kaggle/working/real_text_10k_dataset/doc_g41_rot90.jpg,1,90,502597903.tif,train
41,/kaggle/working/real_text_10k_dataset/doc_g41_rot180.jpg,2,180,502597903.tif,train
41,/kaggle/working/real_text_10k_dataset/doc_g41_rot270.jpg,3,270,502597903.tif,train
42,/kaggle/working/real_text_10k_dataset/doc_g42_rot0.jpg,0,0,84004113_84004121.tif,train
42,/kaggle/working/real_text_10k_dataset/doc_g42_rot90.jpg,1,90,84004113_84004121.tif,train
42,/kaggle/working/real_text_10k_dataset/doc_g42_rot180.jpg,2,180,84004113_84004121.tif,train
42,/kaggle/working/real_text_10k_dataset/doc_g42_rot270.jpg,3,270,84004113_84004121.tif,train
43,/kaggle/working/real_text_10k_dataset/doc_g43_rot0.jpg,0,0,2054641721.tif,test
43,/kaggle/working/real_text_10k_dataset/doc_g43_rot90.jpg,1,90,2054641721.tif,test
43,/kaggle/working/real_text_10k_dataset/doc_g43_rot180.jpg,2,180,2054641721.tif,test
43,/kaggle/working/real_text_10k_dataset/doc_g43_rot270.jpg,3,270,2054641721.tif,test
44,/kaggle/working/real_text_10k_dataset/doc_g44_rot0.jpg,0,0,518224626+-4627.tif,test
44,/kaggle/working/real_text_10k_dataset/doc_g44_rot90.jpg,1,90,518224626+-4627.tif,test
44,/kaggle/working/real_text_10k_dataset/doc_g44_rot180.jpg,2,180,518224626+-4627.tif,test
44,/kaggle/working/real_text_10k_dataset/doc_g44_rot270.jpg,3,270,518224626+-4627.tif,test
45,/kaggle/working/real_text_10k_dataset/doc_g45_rot0.jpg,0,0,X51005677331.jpg,train
45,/kaggle/working/real_text_10k_dataset/doc_g45_rot90.jpg,1,90,X51005677331.jpg,train
45,/kaggle/working/real_text_10k_dataset/doc_g45_rot180.jpg,2,180,X51005677331.jpg,train
45,/kaggle/working/real_text_10k_dataset/doc_g45_rot270.jpg,3,270,X51005677331.jpg,train
46,/kaggle/working/real_text_10k_dataset/doc_g46_rot0.jpg,0,0,50462038-2039.tif,train
46,/kaggle/working/real_text_10k_dataset/doc_g46_rot90.jpg,1,90,50462038-2039.tif,train
46,/kaggle/working/real_text_10k_dataset/doc_g46_rot180.jpg,2,180,50462038-2039.tif,train
46,/kaggle/working/real_text_10k_dataset/doc_g46_rot270.jpg,3,270,50462038-2039.tif,train
47,/kaggle/working/real_text_10k_dataset/doc_g47_rot0.jpg,0,0,2063654385.tif,train
47,/kaggle/working/real_text_10k_dataset/doc_g47_rot90.jpg,1,90,2063654385.tif,train
47,/kaggle/working/real_text_10k_dataset/doc_g47_rot180.jpg,2,180,2063654385.tif,train
47,/kaggle/working/real_text_10k_dataset/doc_g47_rot270.jpg,3,270,2063654385.tif,train
48,/kaggle/working/real_text_10k_dataset/doc_g48_rot0.jpg,0,0,2065418225.tif,val
48,/kaggle/working/real_text_10k_dataset/doc_g48_rot90.jpg,1,90,2065418225.tif,val
48,/kaggle/working/real_text_10k_dataset/doc_g48_rot180.jpg,2,180,2065418225.tif,val
48,/kaggle/working/real_text_10k_dataset/doc_g48_rot270.jpg,3,270,2065418225.tif,val
49,/kaggle/working/real_text_10k_dataset/doc_g49_rot0.jpg,0,0,502108753+-8764.tif,test
49,/kaggle/working/real_text_10k_dataset/doc_g49_rot90.jpg,1,90,502108753+-8764.tif,test
49,/kaggle/working/real_text_10k_dataset/doc_g49_rot180.jpg,2,180,502108753+-8764.tif,test
49,/kaggle/working/real_text_10k_dataset/doc_g49_rot270.jpg,3,270,502108753+-8764.tif,test
50,/kaggle/working/real_text_10k_dataset/doc_g50_rot0.jpg,0,0,2069723477.tif,train
50,/kaggle/working/real_text_10k_dataset/doc_g50_rot90.jpg,1,90,2069723477.tif,train
50,/kaggle/working/real_text_10k_dataset/doc_g50_rot180.jpg,2,180,2069723477.tif,train
50,/kaggle/working/real_text_10k_dataset/doc_g50_rot270.jpg,3,270,2069723477.tif,train
51,/kaggle/working/real_text_10k_dataset/doc_g51_rot0.jpg,0,0,2085137006b.tif,val
51,/kaggle/working/real_text_10k_dataset/doc_g51_rot90.jpg,1,90,2085137006b.tif,val
51,/kaggle/working/real_text_10k_dataset/doc_g51_rot180.jpg,2,180,2085137006b.tif,val
51,/kaggle/working/real_text_10k_dataset/doc_g51_rot270.jpg,3,270,2085137006b.tif,val
52,/kaggle/working/real_text_10k_dataset/doc_g52_rot0.jpg,0,0,0001210869.tif,train
52,/kaggle/working/real_text_10k_dataset/doc_g52_rot90.jpg,1,90,0001210869.tif,train
52,/kaggle/working/real_text_10k_dataset/doc_g52_rot180.jpg,2,180,0001210869.tif,train
52,/kaggle/working/real_text_10k_dataset/doc_g52_rot270.jpg,3,270,0001210869.tif,train
53,/kaggle/working/real_text_10k_dataset/doc_g53_rot0.jpg,0,0,87465629_5630.tif,train
53,/kaggle/working/real_text_10k_dataset/doc_g53_rot90.jpg,1,90,87465629_5630.tif,train
53,/kaggle/working/real_text_10k_dataset/doc_g53_rot180.jpg,2,180,87465629_5630.tif,train
53,/kaggle/working/real_text_10k_dataset/doc_g53_rot270.jpg,3,270,87465629_5630.tif,train
54,/kaggle/working/real_text_10k_dataset/doc_g54_rot0.jpg,0,0,2083812131.tif,train
54,/kaggle/working/real_text_10k_dataset/doc_g54_rot90.jpg,1,90,2083812131.tif,train
54,/kaggle/working/real_text_10k_dataset/doc_g54_rot180.jpg,2,180,2083812131.tif,train
54,/kaggle/working/real_text_10k_dataset/doc_g54_rot270.jpg,3,270,2083812131.tif,train
55,/kaggle/working/real_text_10k_dataset/doc_g55_rot0.jpg,0,0,2070499925_9926.tif,train
55,/kaggle/working/real_text_10k_dataset/doc_g55_rot90.jpg,1,90,2070499925_9926.tif,train
55,/kaggle/working/real_text_10k_dataset/doc_g55_rot180.jpg,2,180,2070499925_9926.tif,train
55,/kaggle/working/real_text_10k_dataset/doc_g55_rot270.jpg,3,270,2070499925_9926.tif,train
56,/kaggle/working/real_text_10k_dataset/doc_g56_rot0.jpg,0,0,2505167553b_7554.tif,test
56,/kaggle/working/real_text_10k_dataset/doc_g56_rot90.jpg,1,90,2505167553b_7554.tif,test
56,/kaggle/working/real_text_10k_dataset/doc_g56_rot180.jpg,2,180,2505167553b_7554.tif,test
56,/kaggle/working/real_text_10k_dataset/doc_g56_rot270.jpg,3,270,2505167553b_7554.tif,test
57,/kaggle/working/real_text_10k_dataset/doc_g57_rot0.jpg,0,0,0001487522.tif,train
57,/kaggle/working/real_text_10k_dataset/doc_g57_rot90.jpg,1,90,0001487522.tif,train
57,/kaggle/working/real_text_10k_dataset/doc_g57_rot180.jpg,2,180,0001487522.tif,train
57,/kaggle/working/real_text_10k_dataset/doc_g57_rot270.jpg,3,270,0001487522.tif,train
58,/kaggle/working/real_text_10k_dataset/doc_g58_rot0.jpg,0,0,2057430797_2057430806.tif,train
58,/kaggle/working/real_text_10k_dataset/doc_g58_rot90.jpg,1,90,2057430797_2057430806.tif,train
58,/kaggle/working/real_text_10k_dataset/doc_g58_rot180.jpg,2,180,2057430797_2057430806.tif,train
58,/kaggle/working/real_text_10k_dataset/doc_g58_rot270.jpg,3,270,2057430797_2057430806.tif,train
59,/kaggle/working/real_text_10k_dataset/doc_g59_rot0.jpg,0,0,X51008042781.jpg,train
59,/kaggle/working/real_text_10k_dataset/doc_g59_rot90.jpg,1,90,X51008042781.jpg,train
59,/kaggle/working/real_text_10k_dataset/doc_g59_rot180.jpg,2,180,X51008042781.jpg,train
59,/kaggle/working/real_text_10k_dataset/doc_g59_rot270.jpg,3,270,X51008042781.jpg,train
60,/kaggle/working/real_text_10k_dataset/doc_g60_rot0.jpg,0,0,2505188964.tif,train
60,/kaggle/working/real_text_10k_dataset/doc_g60_rot90.jpg,1,90,2505188964.tif,train
60,/kaggle/working/real_text_10k_dataset/doc_g60_rot180.jpg,2,180,2505188964.tif,train
60,/kaggle/working/real_text_10k_dataset/doc_g60_rot270.jpg,3,270,2505188964.tif,train
61,/kaggle/working/real_text_10k_dataset/doc_g61_rot0.jpg,0,0,2073173081_3095.tif,train
61,/kaggle/working/real_text_10k_dataset/doc_g61_rot90.jpg,1,90,2073173081_3095.tif,train
61,/kaggle/working/real_text_10k_dataset/doc_g61_rot180.jpg,2,180,2073173081_3095.tif,train
61,/kaggle/working/real_text_10k_dataset/doc_g61_rot270.jpg,3,270,2073173081_3095.tif,train
62,/kaggle/working/real_text_10k_dataset/doc_g62_rot0.jpg,0,0,507022504_507022506.tif,train
62,/kaggle/working/real_text_10k_dataset/doc_g62_rot90.jpg,1,90,507022504_507022506.tif,train
62,/kaggle/working/real_text_10k_dataset/doc_g62_rot180.jpg,2,180,507022504_507022506.tif,train
62,/kaggle/working/real_text_10k_dataset/doc_g62_rot270.jpg,3,270,507022504_507022506.tif,train
63,/kaggle/working/real_text_10k_dataset/doc_g63_rot0.jpg,0,0,2029192707_2029192708.tif,train
63,/kaggle/working/real_text_10k_dataset/doc_g63_rot90.jpg,1,90,2029192707_2029192708.tif,train
63,/kaggle/working/real_text_10k_dataset/doc_g63_rot180.jpg,2,180,2029192707_2029192708.tif,train
63,/kaggle/working/real_text_10k_dataset/doc_g63_rot270.jpg,3,270,2029192707_2029192708.tif,train
64,/kaggle/working/real_text_10k_dataset/doc_g64_rot0.jpg,0,0,502407524.tif,train
64,/kaggle/working/real_text_10k_dataset/doc_g64_rot90.jpg,1,90,502407524.tif,train
64,/kaggle/working/real_text_10k_dataset/doc_g64_rot180.jpg,2,180,502407524.tif,train
64,/kaggle/working/real_text_10k_dataset/doc_g64_rot270.jpg,3,270,502407524.tif,train
65,/kaggle/working/real_text_10k_dataset/doc_g65_rot0.jpg,0,0,2065200485.tif,train
65,/kaggle/working/real_text_10k_dataset/doc_g65_rot90.jpg,1,90,2065200485.tif,train
65,/kaggle/working/real_text_10k_dataset/doc_g65_rot180.jpg,2,180,2065200485.tif,train
65,/kaggle/working/real_text_10k_dataset/doc_g65_rot270.jpg,3,270,2065200485.tif,train
66,/kaggle/working/real_text_10k_dataset/doc_g66_rot0.jpg,0,0,501822140_501822141.tif,train
66,/kaggle/working/real_text_10k_dataset/doc_g66_rot90.jpg,1,90,501822140_501822141.tif,train
66,/kaggle/working/real_text_10k_dataset/doc_g66_rot180.jpg,2,180,501822140_501822141.tif,train
66,/kaggle/working/real_text_10k_dataset/doc_g66_rot270.jpg,3,270,501822140_501822141.tif,train
67,/kaggle/working/real_text_10k_dataset/doc_g67_rot0.jpg,0,0,50637534-7535.tif,test
67,/kaggle/working/real_text_10k_dataset/doc_g67_rot90.jpg,1,90,50637534-7535.tif,test
67,/kaggle/working/real_text_10k_dataset/doc_g67_rot180.jpg,2,180,50637534-7535.tif,test
67,/kaggle/working/real_text_10k_dataset/doc_g67_rot270.jpg,3,270,50637534-7535.tif,test
68,/kaggle/working/real_text_10k_dataset/doc_g68_rot0.jpg,0,0,10017735_10017742.tif,train
68,/kaggle/working/real_text_10k_dataset/doc_g68_rot90.jpg,1,90,10017735_10017742.tif,train
68,/kaggle/working/real_text_10k_dataset/doc_g68_rot180.jpg,2,180,10017735_10017742.tif,train
68,/kaggle/working/real_text_10k_dataset/doc_g68_rot270.jpg,3,270,10017735_10017742.tif,train
