image_path,sub_category
data_1000/handwritten/handwritten_0037.jpg,handwritten
data_1000/handwritten/handwritten_0063.jpg,handwritten
data_1000/scan/scan_0042.jpg,scan
data_1000/receipt/receipt_0017.jpg,receipt
data_1000/receipt/receipt_0076.jpg,receipt
data_1000/receipt/receipt_0103.jpg,receipt
data_1000/handwritten/handwritten_0119.jpg,handwritten
data_1000/receipt/receipt_0096.jpg,receipt
data_1000/captured/captured_0188.jpg,captured
data_1000/captured/captured_0161.jpg,captured
data_1000/scan/scan_0137.jpg,scan
data_1000/receipt/receipt_0104.jpg,receipt
data_1000/captured/captured_0078.jpg,captured
data_1000/captured/captured_0025.jpg,captured
data_1000/scan/scan_0039.jpg,scan
data_1000/handwritten/handwritten_0100.jpg,handwritten
data_1000/receipt/receipt_0110.jpg,receipt
data_1000/captured/captured_0123.jpg,captured
data_1000/scan/scan_0074.jpg,scan
data_1000/captured/captured_0248.jpg,captured
data_1000/receipt/receipt_0248.jpg,receipt
data_1000/handwritten/handwritten_0216.jpg,handwritten
data_1000/handwritten/handwritten_0160.jpg,handwritten
data_1000/handwritten/handwritten_0170.jpg,handwritten
data_1000/handwritten/handwritten_0018.jpg,handwritten
data_1000/handwritten/handwritten_0108.jpg,handwritten
data_1000/scan/scan_0184.jpg,scan
data_1000/captured/captured_0137.jpg,captured
data_1000/receipt/receipt_0155.jpg,receipt
data_1000/scan/scan_0208.jpg,scan
data_1000/captured/captured_0180.jpg,captured
data_1000/scan/scan_0037.jpg,scan
data_1000/captured/captured_0066.jpg,captured
data_1000/handwritten/handwritten_0172.jpg,handwritten
data_1000/captured/captured_0156.jpg,captured
data_1000/captured/captured_0171.jpg,captured
data_1000/scan/scan_0043.jpg,scan
data_1000/captured/captured_0154.jpg,captured
data_1000/captured/captured_0052.jpg,captured
data_1000/handwritten/handwritten_0050.jpg,handwritten
data_1000/receipt/receipt_0091.jpg,receipt
data_1000/scan/scan_0084.jpg,scan
data_1000/receipt/receipt_0142.jpg,receipt
data_1000/handwritten/handwritten_0222.jpg,handwritten
data_1000/scan/scan_0147.jpg,scan
data_1000/scan/scan_0006.jpg,scan
data_1000/receipt/receipt_0124.jpg,receipt
data_1000/captured/captured_0095.jpg,captured
data_1000/receipt/receipt_0086.jpg,receipt
data_1000/receipt/receipt_0085.jpg,receipt
data_1000/receipt/receipt_0071.jpg,receipt
data_1000/receipt/receipt_0144.jpg,receipt
data_1000/scan/scan_0041.jpg,scan
data_1000/handwritten/handwritten_0118.jpg,handwritten
data_1000/captured/captured_0063.jpg,captured
data_1000/receipt/receipt_0122.jpg,receipt
data_1000/scan/scan_0160.jpg,scan
data_1000/receipt/receipt_0073.jpg,receipt
data_1000/captured/captured_0209.jpg,captured
data_1000/captured/captured_0072.jpg,captured
data_1000/handwritten/handwritten_0043.jpg,handwritten
data_1000/handwritten/handwritten_0134.jpg,handwritten
data_1000/receipt/receipt_0135.jpg,receipt
data_1000/handwritten/handwritten_0245.jpg,handwritten
data_1000/handwritten/handwritten_0248.jpg,handwritten
data_1000/captured/captured_0111.jpg,captured
data_1000/scan/scan_0249.jpg,scan
data_1000/handwritten/handwritten_0128.jpg,handwritten
data_1000/scan/scan_0004.jpg,scan
data_1000/handwritten/handwritten_0036.jpg,handwritten
data_1000/receipt/receipt_0036.jpg,receipt
data_1000/handwritten/handwritten_0175.jpg,handwritten
data_1000/handwritten/handwritten_0227.jpg,handwritten
data_1000/handwritten/handwritten_0151.jpg,handwritten
data_1000/receipt/receipt_0134.jpg,receipt
data_1000/captured/captured_0149.jpg,captured
data_1000/receipt/receipt_0227.jpg,receipt
data_1000/handwritten/handwritten_0028.jpg,handwritten
data_1000/captured/captured_0147.jpg,captured
data_1000/receipt/receipt_0153.jpg,receipt
data_1000/scan/scan_0060.jpg,scan
data_1000/captured/captured_0010.jpg,captured
data_1000/receipt/receipt_0051.jpg,receipt
data_1000/handwritten/handwritten_0091.jpg,handwritten
data_1000/receipt/receipt_0060.jpg,receipt
data_1000/captured/captured_0185.jpg,captured
data_1000/captured/captured_0014.jpg,captured
data_1000/captured/captured_0245.jpg,captured
data_1000/handwritten/handwritten_0046.jpg,handwritten
data_1000/receipt/receipt_0080.jpg,receipt
data_1000/receipt/receipt_0241.jpg,receipt
data_1000/handwritten/handwritten_0078.jpg,handwritten
data_1000/handwritten/handwritten_0174.jpg,handwritten
data_1000/captured/captured_0246.jpg,captured
data_1000/handwritten/handwritten_0022.jpg,handwritten
data_1000/handwritten/handwritten_0149.jpg,handwritten
data_1000/captured/captured_0043.jpg,captured
data_1000/handwritten/handwritten_0201.jpg,handwritten
data_1000/captured/captured_0135.jpg,captured
data_1000/handwritten/handwritten_0068.jpg,handwritten
data_1000/scan/scan_0237.jpg,scan
data_1000/receipt/receipt_0067.jpg,receipt
data_1000/receipt/receipt_0229.jpg,receipt
data_1000/scan/scan_0242.jpg,scan
data_1000/receipt/receipt_0118.jpg,receipt
data_1000/captured/captured_0019.jpg,captured
data_1000/handwritten/handwritten_0147.jpg,handwritten
data_1000/handwritten/handwritten_0232.jpg,handwritten
data_1000/handwritten/handwritten_0191.jpg,handwritten
data_1000/captured/captured_0004.jpg,captured
data_1000/receipt/receipt_0062.jpg,receipt
data_1000/receipt/receipt_0225.jpg,receipt
data_1000/scan/scan_0154.jpg,scan
data_1000/handwritten/handwritten_0107.jpg,handwritten
data_1000/scan/scan_0150.jpg,scan
data_1000/receipt/receipt_0192.jpg,receipt
data_1000/scan/scan_0055.jpg,scan
data_1000/handwritten/handwritten_0011.jpg,handwritten
data_1000/receipt/receipt_0043.jpg,receipt
data_1000/receipt/receipt_0002.jpg,receipt
data_1000/receipt/receipt_0056.jpg,receipt
data_1000/captured/captured_0205.jpg,captured
data_1000/handwritten/handwritten_0044.jpg,handwritten
data_1000/handwritten/handwritten_0124.jpg,handwritten
data_1000/captured/captured_0049.jpg,captured
data_1000/handwritten/handwritten_0111.jpg,handwritten
data_1000/captured/captured_0250.jpg,captured
data_1000/scan/scan_0072.jpg,scan
data_1000/captured/captured_0103.jpg,captured
data_1000/scan/scan_0024.jpg,scan
data_1000/scan/scan_0083.jpg,scan
data_1000/scan/scan_0092.jpg,scan
data_1000/scan/scan_0105.jpg,scan
data_1000/receipt/receipt_0163.jpg,receipt
data_1000/scan/scan_0245.jpg,scan
data_1000/captured/captured_0132.jpg,captured
data_1000/handwritten/handwritten_0230.jpg,handwritten
data_1000/scan/scan_0188.jpg,scan
data_1000/handwritten/handwritten_0169.jpg,handwritten
data_1000/captured/captured_0071.jpg,captured
data_1000/receipt/receipt_0070.jpg,receipt
data_1000/handwritten/handwritten_0212.jpg,handwritten
data_1000/scan/scan_0229.jpg,scan
data_1000/handwritten/handwritten_0090.jpg,handwritten
data_1000/captured/captured_0133.jpg,captured
data_1000/receipt/receipt_0047.jpg,receipt
data_1000/captured/captured_0163.jpg,captured
data_1000/scan/scan_0034.jpg,scan
data_1000/receipt/receipt_0154.jpg,receipt
data_1000/scan/scan_0027.jpg,scan
data_1000/receipt/receipt_0236.jpg,receipt
data_1000/receipt/receipt_0084.jpg,receipt
data_1000/scan/scan_0046.jpg,scan
data_1000/handwritten/handwritten_0178.jpg,handwritten
data_1000/receipt/receipt_0184.jpg,receipt
data_1000/captured/captured_0099.jpg,captured
data_1000/handwritten/handwritten_0082.jpg,handwritten
data_1000/captured/captured_0204.jpg,captured
data_1000/scan/scan_0096.jpg,scan
data_1000/receipt/receipt_0141.jpg,receipt
data_1000/scan/scan_0178.jpg,scan
data_1000/scan/scan_0087.jpg,scan
data_1000/receipt/receipt_0234.jpg,receipt
data_1000/handwritten/handwritten_0064.jpg,handwritten
data_1000/captured/captured_0223.jpg,captured
data_1000/receipt/receipt_0030.jpg,receipt
data_1000/receipt/receipt_0168.jpg,receipt
data_1000/scan/scan_0110.jpg,scan
data_1000/handwritten/handwritten_0244.jpg,handwritten
data_1000/scan/scan_0194.jpg,scan
data_1000/handwritten/handwritten_0127.jpg,handwritten
data_1000/handwritten/handwritten_0015.jpg,handwritten
data_1000/scan/scan_0126.jpg,scan
data_1000/scan/scan_0128.jpg,scan
data_1000/captured/captured_0075.jpg,captured
data_1000/captured/captured_0240.jpg,captured
data_1000/handwritten/handwritten_0083.jpg,handwritten
data_1000/scan/scan_0199.jpg,scan
data_1000/captured/captured_0024.jpg,captured
data_1000/scan/scan_0101.jpg,scan
data_1000/handwritten/handwritten_0007.jpg,handwritten
data_1000/handwritten/handwritten_0005.jpg,handwritten
data_1000/receipt/receipt_0032.jpg,receipt
data_1000/scan/scan_0019.jpg,scan
data_1000/receipt/receipt_0109.jpg,receipt
data_1000/captured/captured_0121.jpg,captured
data_1000/receipt/receipt_0202.jpg,receipt
data_1000/receipt/receipt_0166.jpg,receipt
data_1000/receipt/receipt_0139.jpg,receipt
data_1000/handwritten/handwritten_0152.jpg,handwritten
data_1000/scan/scan_0129.jpg,scan
data_1000/receipt/receipt_0114.jpg,receipt
data_1000/scan/scan_0144.jpg,scan
data_1000/receipt/receipt_0016.jpg,receipt
data_1000/captured/captured_0181.jpg,captured
data_1000/handwritten/handwritten_0199.jpg,handwritten
data_1000/captured/captured_0244.jpg,captured
data_1000/receipt/receipt_0158.jpg,receipt
data_1000/scan/scan_0089.jpg,scan
data_1000/captured/captured_0092.jpg,captured
data_1000/scan/scan_0181.jpg,scan
data_1000/scan/scan_0161.jpg,scan
data_1000/receipt/receipt_0211.jpg,receipt
data_1000/scan/scan_0102.jpg,scan
data_1000/handwritten/handwritten_0030.jpg,handwritten
data_1000/handwritten/handwritten_0145.jpg,handwritten
data_1000/scan/scan_0217.jpg,scan
data_1000/scan/scan_0117.jpg,scan
data_1000/receipt/receipt_0160.jpg,receipt
data_1000/handwritten/handwritten_0048.jpg,handwritten
data_1000/scan/scan_0068.jpg,scan
data_1000/scan/scan_0071.jpg,scan
data_1000/captured/captured_0062.jpg,captured
data_1000/scan/scan_0058.jpg,scan
data_1000/captured/captured_0003.jpg,captured
data_1000/scan/scan_0040.jpg,scan
data_1000/captured/captured_0067.jpg,captured
data_1000/captured/captured_0145.jpg,captured
data_1000/handwritten/handwritten_0024.jpg,handwritten
data_1000/captured/captured_0186.jpg,captured
data_1000/captured/captured_0249.jpg,captured
data_1000/scan/scan_0214.jpg,scan
data_1000/captured/captured_0059.jpg,captured
data_1000/receipt/receipt_0106.jpg,receipt
data_1000/receipt/receipt_0180.jpg,receipt
data_1000/receipt/receipt_0038.jpg,receipt
data_1000/scan/scan_0164.jpg,scan
data_1000/scan/scan_0230.jpg,scan
data_1000/receipt/receipt_0013.jpg,receipt
data_1000/scan/scan_0001.jpg,scan
data_1000/captured/captured_0143.jpg,captured
data_1000/handwritten/handwritten_0138.jpg,handwritten
data_1000/captured/captured_0206.jpg,captured
data_1000/receipt/receipt_0243.jpg,receipt
data_1000/handwritten/handwritten_0187.jpg,handwritten
data_1000/scan/scan_0219.jpg,scan
data_1000/captured/captured_0168.jpg,captured
data_1000/receipt/receipt_0041.jpg,receipt
data_1000/receipt/receipt_0183.jpg,receipt
data_1000/scan/scan_0016.jpg,scan
data_1000/receipt/receipt_0169.jpg,receipt
data_1000/scan/scan_0146.jpg,scan
data_1000/receipt/receipt_0093.jpg,receipt
data_1000/receipt/receipt_0175.jpg,receipt
data_1000/handwritten/handwritten_0190.jpg,handwritten
data_1000/scan/scan_0182.jpg,scan
data_1000/handwritten/handwritten_0186.jpg,handwritten
data_1000/scan/scan_0114.jpg,scan
data_1000/receipt/receipt_0010.jpg,receipt
data_1000/captured/captured_0175.jpg,captured
data_1000/captured/captured_0131.jpg,captured
data_1000/receipt/receipt_0072.jpg,receipt
data_1000/receipt/receipt_0250.jpg,receipt
data_1000/handwritten/handwritten_0231.jpg,handwritten
data_1000/handwritten/handwritten_0104.jpg,handwritten
data_1000/handwritten/handwritten_0075.jpg,handwritten
data_1000/scan/scan_0127.jpg,scan
data_1000/handwritten/handwritten_0217.jpg,handwritten
data_1000/receipt/receipt_0149.jpg,receipt
data_1000/captured/captured_0090.jpg,captured
data_1000/receipt/receipt_0037.jpg,receipt
data_1000/scan/scan_0130.jpg,scan
data_1000/handwritten/handwritten_0023.jpg,handwritten
data_1000/captured/captured_0056.jpg,captured
data_1000/receipt/receipt_0052.jpg,receipt
data_1000/handwritten/handwritten_0038.jpg,handwritten
data_1000/scan/scan_0145.jpg,scan
data_1000/handwritten/handwritten_0051.jpg,handwritten
data_1000/handwritten/handwritten_0238.jpg,handwritten
data_1000/handwritten/handwritten_0080.jpg,handwritten
data_1000/handwritten/handwritten_0180.jpg,handwritten
data_1000/scan/scan_0118.jpg,scan
data_1000/captured/captured_0159.jpg,captured
data_1000/captured/captured_0039.jpg,captured
data_1000/captured/captured_0148.jpg,captured
data_1000/handwritten/handwritten_0053.jpg,handwritten
data_1000/captured/captured_0036.jpg,captured
data_1000/scan/scan_0007.jpg,scan
data_1000/scan/scan_0088.jpg,scan
data_1000/handwritten/handwritten_0233.jpg,handwritten
data_1000/receipt/receipt_0090.jpg,receipt
data_1000/scan/scan_0029.jpg,scan
data_1000/handwritten/handwritten_0013.jpg,handwritten
data_1000/scan/scan_0103.jpg,scan
data_1000/handwritten/handwritten_0133.jpg,handwritten
data_1000/receipt/receipt_0009.jpg,receipt
data_1000/captured/captured_0177.jpg,captured
data_1000/receipt/receipt_0015.jpg,receipt
data_1000/receipt/receipt_0077.jpg,receipt
data_1000/scan/scan_0197.jpg,scan
data_1000/receipt/receipt_0125.jpg,receipt
data_1000/captured/captured_0065.jpg,captured
data_1000/captured/captured_0044.jpg,captured
data_1000/receipt/receipt_0129.jpg,receipt
data_1000/captured/captured_0134.jpg,captured
data_1000/captured/captured_0164.jpg,captured
data_1000/captured/captured_0033.jpg,captured
data_1000/scan/scan_0191.jpg,scan
data_1000/scan/scan_0247.jpg,scan
data_1000/handwritten/handwritten_0097.jpg,handwritten
data_1000/receipt/receipt_0082.jpg,receipt
data_1000/captured/captured_0047.jpg,captured
data_1000/handwritten/handwritten_0205.jpg,handwritten
data_1000/scan/scan_0091.jpg,scan
data_1000/receipt/receipt_0005.jpg,receipt
data_1000/receipt/receipt_0147.jpg,receipt
data_1000/captured/captured_0053.jpg,captured
data_1000/captured/captured_0022.jpg,captured
data_1000/scan/scan_0133.jpg,scan
data_1000/captured/captured_0083.jpg,captured
data_1000/captured/captured_0208.jpg,captured
data_1000/handwritten/handwritten_0017.jpg,handwritten
data_1000/handwritten/handwritten_0176.jpg,handwritten
data_1000/handwritten/handwritten_0197.jpg,handwritten
data_1000/handwritten/handwritten_0155.jpg,handwritten
data_1000/receipt/receipt_0194.jpg,receipt
data_1000/handwritten/handwritten_0154.jpg,handwritten
data_1000/handwritten/handwritten_0140.jpg,handwritten
data_1000/captured/captured_0129.jpg,captured
data_1000/captured/captured_0162.jpg,captured
data_1000/captured/captured_0170.jpg,captured
data_1000/receipt/receipt_0218.jpg,receipt
data_1000/captured/captured_0122.jpg,captured
data_1000/receipt/receipt_0215.jpg,receipt
data_1000/handwritten/handwritten_0228.jpg,handwritten
data_1000/handwritten/handwritten_0101.jpg,handwritten
data_1000/captured/captured_0031.jpg,captured
data_1000/receipt/receipt_0195.jpg,receipt
data_1000/captured/captured_0051.jpg,captured
data_1000/receipt/receipt_0064.jpg,receipt
data_1000/captured/captured_0100.jpg,captured
data_1000/scan/scan_0104.jpg,scan
data_1000/captured/captured_0213.jpg,captured
data_1000/handwritten/handwritten_0136.jpg,handwritten
data_1000/receipt/receipt_0099.jpg,receipt
data_1000/scan/scan_0036.jpg,scan
data_1000/receipt/receipt_0100.jpg,receipt
data_1000/captured/captured_0120.jpg,captured
data_1000/handwritten/handwritten_0120.jpg,handwritten
data_1000/receipt/receipt_0226.jpg,receipt
data_1000/receipt/receipt_0042.jpg,receipt
data_1000/handwritten/handwritten_0166.jpg,handwritten
data_1000/handwritten/handwritten_0089.jpg,handwritten
data_1000/scan/scan_0171.jpg,scan
data_1000/captured/captured_0187.jpg,captured
data_1000/scan/scan_0149.jpg,scan
data_1000/captured/captured_0233.jpg,captured
data_1000/handwritten/handwritten_0237.jpg,handwritten
data_1000/scan/scan_0235.jpg,scan
data_1000/handwritten/handwritten_0069.jpg,handwritten
data_1000/scan/scan_0028.jpg,scan
data_1000/receipt/receipt_0055.jpg,receipt
data_1000/handwritten/handwritten_0183.jpg,handwritten
data_1000/handwritten/handwritten_0110.jpg,handwritten
data_1000/receipt/receipt_0020.jpg,receipt
data_1000/captured/captured_0222.jpg,captured
data_1000/captured/captured_0006.jpg,captured
data_1000/handwritten/handwritten_0171.jpg,handwritten
data_1000/receipt/receipt_0065.jpg,receipt
data_1000/captured/captured_0115.jpg,captured
data_1000/receipt/receipt_0188.jpg,receipt
data_1000/receipt/receipt_0174.jpg,receipt
data_1000/captured/captured_0076.jpg,captured
data_1000/captured/captured_0218.jpg,captured
data_1000/captured/captured_0073.jpg,captured
data_1000/captured/captured_0028.jpg,captured
data_1000/scan/scan_0061.jpg,scan
data_1000/handwritten/handwritten_0235.jpg,handwritten
data_1000/handwritten/handwritten_0094.jpg,handwritten
data_1000/captured/captured_0237.jpg,captured
data_1000/receipt/receipt_0132.jpg,receipt
data_1000/handwritten/handwritten_0130.jpg,handwritten
data_1000/handwritten/handwritten_0196.jpg,handwritten
data_1000/receipt/receipt_0196.jpg,receipt
data_1000/scan/scan_0220.jpg,scan
data_1000/scan/scan_0067.jpg,scan
data_1000/receipt/receipt_0074.jpg,receipt
data_1000/scan/scan_0014.jpg,scan
data_1000/captured/captured_0020.jpg,captured
data_1000/receipt/receipt_0249.jpg,receipt
data_1000/scan/scan_0003.jpg,scan
data_1000/captured/captured_0197.jpg,captured
data_1000/captured/captured_0189.jpg,captured
data_1000/scan/scan_0022.jpg,scan
data_1000/scan/scan_0057.jpg,scan
data_1000/receipt/receipt_0098.jpg,receipt
data_1000/captured/captured_0001.jpg,captured
data_1000/scan/scan_0234.jpg,scan
data_1000/scan/scan_0032.jpg,scan
data_1000/captured/captured_0198.jpg,captured
data_1000/scan/scan_0151.jpg,scan
data_1000/handwritten/handwritten_0001.jpg,handwritten
data_1000/handwritten/handwritten_0129.jpg,handwritten
data_1000/captured/captured_0194.jpg,captured
data_1000/handwritten/handwritten_0085.jpg,handwritten
data_1000/handwritten/handwritten_0077.jpg,handwritten
data_1000/receipt/receipt_0049.jpg,receipt
data_1000/receipt/receipt_0025.jpg,receipt
data_1000/handwritten/handwritten_0039.jpg,handwritten
data_1000/handwritten/handwritten_0081.jpg,handwritten
data_1000/scan/scan_0015.jpg,scan
data_1000/scan/scan_0204.jpg,scan
data_1000/captured/captured_0079.jpg,captured
data_1000/scan/scan_0195.jpg,scan
data_1000/scan/scan_0187.jpg,scan
data_1000/handwritten/handwritten_0141.jpg,handwritten
data_1000/receipt/receipt_0179.jpg,receipt
data_1000/receipt/receipt_0240.jpg,receipt
data_1000/receipt/receipt_0089.jpg,receipt
data_1000/captured/captured_0068.jpg,captured
data_1000/receipt/receipt_0075.jpg,receipt
data_1000/receipt/receipt_0004.jpg,receipt
data_1000/captured/captured_0124.jpg,captured
data_1000/receipt/receipt_0094.jpg,receipt
data_1000/receipt/receipt_0178.jpg,receipt
data_1000/receipt/receipt_0130.jpg,receipt
data_1000/handwritten/handwritten_0214.jpg,handwritten
data_1000/handwritten/handwritten_0112.jpg,handwritten
data_1000/captured/captured_0008.jpg,captured
data_1000/receipt/receipt_0108.jpg,receipt
data_1000/captured/captured_0136.jpg,captured
data_1000/receipt/receipt_0165.jpg,receipt
data_1000/handwritten/handwritten_0059.jpg,handwritten
data_1000/receipt/receipt_0007.jpg,receipt
data_1000/scan/scan_0152.jpg,scan
data_1000/scan/scan_0193.jpg,scan
data_1000/receipt/receipt_0097.jpg,receipt
data_1000/captured/captured_0230.jpg,captured
data_1000/handwritten/handwritten_0016.jpg,handwritten
data_1000/captured/captured_0045.jpg,captured
data_1000/captured/captured_0086.jpg,captured
data_1000/scan/scan_0232.jpg,scan
data_1000/receipt/receipt_0214.jpg,receipt
data_1000/handwritten/handwritten_0105.jpg,handwritten
data_1000/receipt/receipt_0121.jpg,receipt
data_1000/captured/captured_0117.jpg,captured
data_1000/scan/scan_0244.jpg,scan
data_1000/scan/scan_0157.jpg,scan
data_1000/handwritten/handwritten_0027.jpg,handwritten
data_1000/captured/captured_0046.jpg,captured
data_1000/captured/captured_0235.jpg,captured
data_1000/receipt/receipt_0039.jpg,receipt
data_1000/captured/captured_0228.jpg,captured
data_1000/handwritten/handwritten_0060.jpg,handwritten
data_1000/receipt/receipt_0111.jpg,receipt
data_1000/receipt/receipt_0040.jpg,receipt
data_1000/handwritten/handwritten_0234.jpg,handwritten
data_1000/scan/scan_0078.jpg,scan
data_1000/captured/captured_0057.jpg,captured
data_1000/scan/scan_0211.jpg,scan
data_1000/receipt/receipt_0235.jpg,receipt
data_1000/handwritten/handwritten_0250.jpg,handwritten
data_1000/scan/scan_0241.jpg,scan
data_1000/handwritten/handwritten_0226.jpg,handwritten
data_1000/receipt/receipt_0035.jpg,receipt
data_1000/scan/scan_0141.jpg,scan
data_1000/receipt/receipt_0206.jpg,receipt
data_1000/handwritten/handwritten_0150.jpg,handwritten
data_1000/captured/captured_0203.jpg,captured
data_1000/receipt/receipt_0198.jpg,receipt
data_1000/captured/captured_0130.jpg,captured
data_1000/captured/captured_0002.jpg,captured
data_1000/receipt/receipt_0048.jpg,receipt
data_1000/captured/captured_0030.jpg,captured
data_1000/captured/captured_0193.jpg,captured
data_1000/handwritten/handwritten_0153.jpg,handwritten
data_1000/handwritten/handwritten_0146.jpg,handwritten
data_1000/captured/captured_0085.jpg,captured
data_1000/receipt/receipt_0028.jpg,receipt
data_1000/handwritten/handwritten_0203.jpg,handwritten
data_1000/captured/captured_0207.jpg,captured
data_1000/scan/scan_0172.jpg,scan
data_1000/scan/scan_0097.jpg,scan
data_1000/scan/scan_0121.jpg,scan
data_1000/handwritten/handwritten_0041.jpg,handwritten
data_1000/receipt/receipt_0131.jpg,receipt
data_1000/receipt/receipt_0012.jpg,receipt
data_1000/scan/scan_0076.jpg,scan
data_1000/receipt/receipt_0123.jpg,receipt
data_1000/captured/captured_0139.jpg,captured
data_1000/scan/scan_0155.jpg,scan
data_1000/handwritten/handwritten_0116.jpg,handwritten
data_1000/captured/captured_0219.jpg,captured
data_1000/handwritten/handwritten_0165.jpg,handwritten
data_1000/receipt/receipt_0003.jpg,receipt
data_1000/handwritten/handwritten_0220.jpg,handwritten
data_1000/scan/scan_0224.jpg,scan
data_1000/handwritten/handwritten_0209.jpg,handwritten
data_1000/receipt/receipt_0029.jpg,receipt
data_1000/receipt/receipt_0156.jpg,receipt
data_1000/captured/captured_0048.jpg,captured
data_1000/handwritten/handwritten_0192.jpg,handwritten
data_1000/scan/scan_0026.jpg,scan
data_1000/scan/scan_0047.jpg,scan
data_1000/receipt/receipt_0238.jpg,receipt
data_1000/receipt/receipt_0044.jpg,receipt
data_1000/handwritten/handwritten_0213.jpg,handwritten
data_1000/scan/scan_0203.jpg,scan
data_1000/receipt/receipt_0159.jpg,receipt
data_1000/captured/captured_0150.jpg,captured
data_1000/captured/captured_0221.jpg,captured
data_1000/receipt/receipt_0164.jpg,receipt
data_1000/captured/captured_0093.jpg,captured
data_1000/captured/captured_0212.jpg,captured
data_1000/captured/captured_0169.jpg,captured
data_1000/scan/scan_0106.jpg,scan
data_1000/receipt/receipt_0107.jpg,receipt
data_1000/receipt/receipt_0138.jpg,receipt
data_1000/handwritten/handwritten_0189.jpg,handwritten
data_1000/captured/captured_0226.jpg,captured
data_1000/handwritten/handwritten_0246.jpg,handwritten
data_1000/receipt/receipt_0018.jpg,receipt
data_1000/receipt/receipt_0050.jpg,receipt
data_1000/handwritten/handwritten_0021.jpg,handwritten
data_1000/handwritten/handwritten_0114.jpg,handwritten
data_1000/scan/scan_0035.jpg,scan
data_1000/captured/captured_0242.jpg,captured
data_1000/scan/scan_0107.jpg,scan
data_1000/scan/scan_0166.jpg,scan
data_1000/captured/captured_0069.jpg,captured
data_1000/captured/captured_0199.jpg,captured
data_1000/handwritten/handwritten_0102.jpg,handwritten
data_1000/handwritten/handwritten_0185.jpg,handwritten
data_1000/scan/scan_0134.jpg,scan
data_1000/scan/scan_0189.jpg,scan
data_1000/captured/captured_0018.jpg,captured
data_1000/handwritten/handwritten_0034.jpg,handwritten
